,cluster,y,x,E,size
2806,010760_F,5.0,6.0,202037.0,22.0
2807,003812_G,7.0,6.0,190112.0,35.0
2808,005542_C,38.0,15.0,948520.0,161.0
2809,005208_F,6.0,20.0,570431.0,82.0
2810,003177_D,13.0,24.0,781916.0,113.0
2811,000707_F,25.0,35.0,1039705.0,167.0
2812,010301_F,46.0,35.0,1832918.0,273.0
2813,000329_D,10.0,19.0,615220.0,84.0
2814,010003_D,29.0,9.0,1075462.0,139.0
2815,008546_F,7.0,6.0,233867.0,35.0
2816,002622_D,38.0,14.0,737457.0,97.0
2817,005187_F,7.0,8.0,276083.0,42.0
2818,010992_H,4.0,29.0,765585.0,93.0
2819,008635_F,10.0,11.0,642915.0,75.0
2820,004715_F,4.0,4.0,157586.0,13.0
2821,006143_C,5.0,5.0,126428.0,19.0
2822,011933_B,8.0,8.0,445903.0,49.0
2823,009193_H,44.0,25.0,1814295.0,303.0
2824,005487_H,4.0,6.0,179980.0,19.0
2825,001386_C,5.0,5.0,184008.0,19.0
2826,005614_F,32.0,18.0,940125.0,147.0
2827,010416_H,6.0,7.0,250224.0,32.0
2828,008199_E,5.0,6.0,120844.0,21.0
2829,000496_C,7.0,27.0,888089.0,123.0
2830,011755_G,38.0,29.0,1036893.0,176.0
2831,005752_A,19.0,46.0,1143954.0,194.0
2832,007170_F,41.0,19.0,1047250.0,178.0
2833,008043_H,3.0,3.0,33553.0,7.0
2834,010024_C,6.0,6.0,195157.0,30.0
2835,001686_E,12.0,19.0,964790.0,115.0
2836,011935_G,22.0,15.0,0.0,0.0
2837,005522_G,6.0,8.0,126614.0,15.0
2838,005443_F,7.0,8.0,503425.0,38.0
2839,008776_D,7.0,15.0,543407.0,68.0
2840,010980_D,12.0,16.0,288432.0,43.0
2841,007443_B,21.0,13.0,834415.0,115.0
2842,009660_B,6.0,6.0,154088.0,27.0
2843,007875_D,4.0,4.0,65352.0,14.0
2844,007694_C,16.0,15.0,866111.0,109.0
2845,005278_B,50.0,44.0,1437772.0,259.0
2846,011871_H,22.0,12.0,508190.0,51.0
2847,004075_D,84.0,144.0,4947540.0,857.0
2848,009956_C,28.0,28.0,991198.0,153.0
2849,011523_A,14.0,12.0,985043.0,101.0
2850,002033_D,9.0,9.0,482469.0,51.0
2851,005614_G,18.0,32.0,940125.0,147.0
2852,008057_F,2.0,3.0,100790.0,5.0
2853,001457_A,42.0,54.0,1512026.0,270.0
2854,001002_D,5.0,4.0,76574.0,15.0
2855,005265_A,6.0,7.0,375163.0,33.0
2856,003003_H,9.0,23.0,959227.0,119.0
2857,000801_F,4.0,5.0,259046.0,15.0
2858,008906_H,78.0,23.0,1806497.0,313.0
2859,004374_D,9.0,10.0,614237.0,74.0
2860,005590_H,31.0,32.0,1014772.0,169.0
2861,001382_H,33.0,34.0,1084854.0,183.0
2862,009012_D,28.0,15.0,831075.0,129.0
2863,010859_C,10.0,20.0,599582.0,89.0
2864,011871_E,12.0,22.0,508190.0,51.0
2865,003799_E,7.0,7.0,325337.0,31.0
2866,006929_G,14.0,7.0,565404.0,65.0
2867,008634_B,6.0,6.0,136619.0,24.0
2868,004393_D,19.0,13.0,813380.0,108.0
2869,010144_A,7.0,6.0,233652.0,34.0
2870,004560_D,6.0,6.0,436528.0,32.0
2871,000435_D,11.0,12.0,795171.0,88.0
2872,008898_B,2.0,3.0,46418.0,5.0
2873,000762_C,6.0,6.0,134103.0,28.0
2874,011654_C,79.0,16.0,1774409.0,309.0
2875,001297_C,3.0,3.0,104055.0,7.0
2876,001207_H,7.0,5.0,249267.0,28.0
2877,005987_E,36.0,74.0,2988264.0,499.0
2878,000427_H,12.0,10.0,518965.0,65.0
2879,006312_B,54.0,38.0,1844162.0,302.0
2880,002033_G,9.0,9.0,482469.0,51.0
2881,006751_G,6.0,14.0,463698.0,58.0
2882,011568_E,59.0,51.0,1749719.0,303.0
2883,008898_D,2.0,3.0,46418.0,5.0
2884,008309_B,19.0,17.0,866979.0,148.0
2885,007428_G,6.0,8.0,380615.0,30.0
2886,012058_B,20.0,8.0,541284.0,104.0
2887,010536_B,55.0,45.0,1708124.0,286.0
2888,001993_F,42.0,48.0,1352520.0,242.0
2889,003974_E,7.0,12.0,470628.0,52.0
2890,009014_H,3.0,2.0,28476.0,5.0
2891,001484_B,30.0,30.0,1285274.0,193.0
2892,007114_E,8.0,11.0,493310.0,56.0
2893,003809_B,12.0,15.0,594484.0,75.0
2894,004393_B,19.0,13.0,813380.0,108.0
2895,008844_E,14.0,20.0,692490.0,97.0
2896,010277_D,30.0,23.0,1167683.0,205.0
2897,004018_F,19.0,18.0,784009.0,113.0
2898,010205_H,8.0,7.0,265674.0,41.0
2899,008573_D,88.0,75.0,2662154.0,460.0
2900,007555_A,9.0,9.0,626256.0,54.0
2901,009845_F,3.0,2.0,42513.0,6.0
2902,009198_H,4.0,4.0,17615.0,4.0
2903,008102_C,18.0,20.0,751733.0,111.0
2904,009969_C,4.0,5.0,84821.0,17.0
2905,004715_B,4.0,4.0,157586.0,13.0
2906,010522_D,12.0,23.0,863320.0,113.0
2907,011197_C,15.0,30.0,1032715.0,146.0
2908,005327_H,5.0,5.0,257446.0,20.0
2909,000707_E,35.0,25.0,1039705.0,167.0
2910,000154_H,60.0,66.0,2260511.0,381.0
2911,001270_H,10.0,6.0,436448.0,44.0
2912,010205_D,8.0,7.0,265674.0,41.0
2913,003223_D,30.0,6.0,815155.0,127.0
2914,010898_H,5.0,5.0,106644.0,21.0
2915,010923_B,2.0,3.0,27200.0,5.0
2916,003805_A,8.0,8.0,259102.0,48.0
2917,002892_E,54.0,73.0,2022717.0,266.0
2918,008546_H,7.0,6.0,233867.0,35.0
2919,008573_C,75.0,88.0,2662154.0,460.0
2920,011380_B,3.0,3.0,47481.0,8.0
2921,003003_B,9.0,23.0,959227.0,119.0
2922,011312_C,28.0,11.0,936641.0,122.0
2923,004147_F,10.0,15.0,661802.0,106.0
2924,010165_C,35.0,11.0,1442300.0,201.0
2925,007581_F,4.0,4.0,188135.0,13.0
2926,007976_D,33.0,39.0,1729213.0,237.0
2927,007331_B,6.0,9.0,421813.0,40.0
2928,000926_B,12.0,30.0,812744.0,124.0
2929,011684_A,4.0,4.0,99918.0,14.0
2930,005137_E,7.0,7.0,303733.0,36.0
2931,007851_A,20.0,32.0,859852.0,145.0
2932,009995_B,4.0,2.0,32205.0,6.0
2933,003405_G,48.0,11.0,1078632.0,156.0
2934,011197_D,30.0,15.0,1032715.0,146.0
2935,011794_D,185.0,174.0,8014488.0,1352.0
2936,002992_B,33.0,37.0,1197839.0,221.0
2937,005590_E,32.0,31.0,1014772.0,169.0
2938,006963_C,19.0,13.0,763355.0,102.0
2939,010459_F,8.0,9.0,318777.0,54.0
2940,008116_C,19.0,3.0,253583.0,41.0
2941,011249_E,8.0,7.0,338402.0,41.0
2942,008469_E,7.0,8.0,371102.0,27.0
2943,005506_E,26.0,14.0,1041439.0,139.0
2944,012000_B,25.0,9.0,1073053.0,135.0
2945,011218_B,5.0,5.0,210154.0,19.0
2946,000726_A,9.0,16.0,721829.0,106.0
2947,000637_A,22.0,8.0,740342.0,103.0
2948,010522_E,23.0,12.0,863320.0,113.0
2949,008894_C,4.0,2.0,31309.0,6.0
2950,005542_A,38.0,15.0,948520.0,161.0
2951,011896_E,5.0,4.0,0.0,0.0
2952,000289_G,3.0,3.0,96780.0,6.0
2953,009469_F,8.0,13.0,625553.0,85.0
2954,005382_F,3.0,3.0,45019.0,9.0
2955,005416_A,5.0,3.0,191514.0,10.0
2956,002470_B,7.0,8.0,369986.0,46.0
2957,011380_H,3.0,3.0,47481.0,8.0
2958,008681_G,3.0,2.0,28644.0,5.0
2959,006751_B,14.0,6.0,463698.0,58.0
2960,002736_F,8.0,36.0,876382.0,145.0
2961,002854_C,32.0,27.0,1072305.0,170.0
2962,008343_E,74.0,51.0,2910856.0,438.0
2963,005501_H,7.0,6.0,232262.0,35.0
2964,007469_E,10.0,7.0,255650.0,47.0
2965,001976_E,5.0,6.0,145802.0,27.0
2966,011656_B,6.0,6.0,138416.0,29.0
2967,009676_G,3.0,3.0,31468.0,6.0
2968,002371_H,34.0,12.0,1019163.0,168.0
2969,005126_A,7.0,13.0,553645.0,60.0
2970,003802_E,12.0,36.0,1001931.0,152.0
2971,008718_H,22.0,45.0,1192912.0,201.0
2972,010205_C,7.0,8.0,265674.0,41.0
2973,001335_F,20.0,19.0,942164.0,117.0
2974,005987_F,74.0,36.0,2988264.0,499.0
2975,012000_C,9.0,25.0,1073053.0,135.0
2976,000609_A,3.0,3.0,26698.0,6.0
2977,008059_F,15.0,18.0,902200.0,160.0
2978,007581_D,4.0,4.0,188135.0,13.0
2979,000501_A,55.0,28.0,1387341.0,237.0
2980,000406_A,47.0,7.0,1091069.0,181.0
2981,011755_F,29.0,38.0,1036893.0,176.0
2982,000209_H,13.0,37.0,581463.0,71.0
2983,001234_G,4.0,4.0,67298.0,12.0
2984,010186_H,41.0,23.0,1203451.0,187.0
2985,005443_E,8.0,7.0,503425.0,38.0
2986,007851_C,20.0,32.0,859852.0,145.0
2987,009115_C,11.0,68.0,1414993.0,246.0
2988,005443_C,8.0,7.0,503425.0,38.0
2989,006935_A,4.0,4.0,54161.0,13.0
2990,009124_A,15.0,23.0,1405072.0,159.0
2991,003117_D,7.0,7.0,254559.0,36.0
2992,010188_B,8.0,9.0,387759.0,52.0
2993,007947_B,3.0,2.0,76375.0,5.0
2994,006566_A,3.0,4.0,159544.0,9.0
2995,009411_C,26.0,8.0,779910.0,114.0
2996,004682_F,4.0,4.0,65142.0,13.0
2997,009458_G,64.0,25.0,2190789.0,377.0
2998,009469_E,13.0,8.0,625553.0,85.0
2999,009735_G,25.0,13.0,1104203.0,154.0
3000,000435_C,12.0,11.0,795171.0,88.0
3001,006632_G,44.0,47.0,2515793.0,413.0
3002,010003_F,29.0,9.0,1075462.0,139.0
3003,010301_D,46.0,35.0,1832918.0,273.0
3004,009708_F,6.0,22.0,761980.0,98.0
3005,002207_C,12.0,19.0,807111.0,102.0
3006,001686_D,19.0,12.0,964790.0,115.0
3007,009547_D,25.0,7.0,683784.0,102.0
3008,011218_G,5.0,5.0,210154.0,19.0
3009,007923_E,3.0,3.0,37941.0,7.0
3010,002128_D,15.0,7.0,514678.0,62.0
3011,009738_A,7.0,6.0,276933.0,34.0
3012,000427_C,10.0,12.0,518965.0,65.0
3013,001384_A,9.0,28.0,783990.0,112.0
3014,006013_F,6.0,6.0,196844.0,28.0
3015,002895_F,3.0,4.0,51177.0,8.0
3016,004775_F,124.0,190.0,8182689.0,1417.0
3017,000885_B,35.0,47.0,1185465.0,163.0
3018,003911_C,7.0,35.0,900238.0,143.0
3019,010760_G,6.0,5.0,202037.0,22.0
3020,010053_E,5.0,6.0,246949.0,24.0
3021,000435_A,12.0,11.0,795171.0,88.0
3022,009625_D,10.0,8.0,498373.0,55.0
3023,011197_A,15.0,30.0,1032715.0,146.0
3024,002206_E,20.0,21.0,681986.0,106.0
3025,000694_H,57.0,23.0,2159328.0,285.0
3026,011933_G,8.0,8.0,445903.0,49.0
3027,004415_H,10.0,7.0,502545.0,54.0
3028,010119_A,28.0,10.0,1277878.0,154.0
3029,007875_E,4.0,4.0,65352.0,14.0
3030,011165_H,2.0,3.0,27550.0,5.0
3031,009458_F,25.0,64.0,2190789.0,377.0
3032,006202_D,15.0,11.0,528875.0,71.0
3033,007802_E,4.0,4.0,92678.0,12.0
3034,002778_D,6.0,31.0,812059.0,128.0
3035,007972_D,6.0,9.0,411733.0,43.0
3036,004305_E,9.0,17.0,630396.0,81.0
3037,004989_E,7.0,7.0,224107.0,40.0
3038,011837_A,8.0,8.0,305248.0,49.0
3039,009179_H,16.0,30.0,974923.0,127.0
3040,007923_C,3.0,3.0,37941.0,7.0
3041,005579_E,10.0,8.0,445662.0,39.0
3042,010416_B,6.0,7.0,250224.0,32.0
3043,011933_E,8.0,8.0,445903.0,49.0
3044,011523_G,14.0,12.0,985043.0,101.0
3045,011149_C,20.0,56.0,1377138.0,227.0
3046,002622_H,38.0,14.0,737457.0,97.0
3047,006202_C,11.0,15.0,528875.0,71.0
3048,000707_H,25.0,35.0,1039705.0,167.0
3049,004143_A,39.0,104.0,2549813.0,451.0
3050,003721_B,45.0,76.0,2221023.0,364.0
3051,010947_B,38.0,39.0,1258670.0,215.0
3052,003955_H,12.0,8.0,634573.0,60.0
3053,002371_A,12.0,34.0,1019163.0,168.0
3054,000726_C,9.0,16.0,721829.0,106.0
3055,006154_G,26.0,22.0,917181.0,135.0
3056,000726_D,16.0,9.0,721829.0,106.0
3057,011165_B,2.0,3.0,27550.0,5.0
3058,000865_F,7.0,6.0,173240.0,35.0
3059,000499_H,7.0,10.0,466620.0,51.0
3060,005623_G,35.0,23.0,985523.0,160.0
3061,006915_H,5.0,6.0,242245.0,25.0
3062,002854_D,27.0,32.0,1072305.0,170.0
3063,007348_A,7.0,8.0,361788.0,37.0
3064,000209_F,13.0,37.0,581463.0,71.0
3065,001384_G,9.0,28.0,783990.0,112.0
3066,008634_D,6.0,6.0,136619.0,24.0
3067,010927_H,4.0,4.0,56896.0,12.0
3068,002625_B,3.0,3.0,36099.0,5.0
3069,006226_C,10.0,44.0,1119494.0,181.0
3070,002560_A,12.0,16.0,1011910.0,119.0
3071,002892_F,73.0,54.0,2022717.0,266.0
3072,001686_H,19.0,12.0,964790.0,115.0
3073,009286_G,15.0,17.0,862750.0,103.0
3074,011165_D,2.0,3.0,27550.0,5.0
3075,008755_H,60.0,29.0,1452993.0,251.0
3076,011881_C,3.0,7.0,124337.0,16.0
3077,006747_B,33.0,6.0,769911.0,134.0
3078,000289_B,3.0,3.0,96780.0,6.0
3079,007802_G,4.0,4.0,92678.0,12.0
3080,011684_H,4.0,4.0,99918.0,14.0
3081,003824_H,8.0,7.0,274454.0,42.0
3082,004419_D,14.0,13.0,674742.0,78.0
3083,010992_D,4.0,29.0,765585.0,93.0
3084,005506_C,26.0,14.0,1041439.0,139.0
3085,000707_G,35.0,25.0,1039705.0,167.0
3086,009850_D,2.0,3.0,40658.0,6.0
3087,010767_B,6.0,6.0,227821.0,33.0
3088,003711_G,14.0,20.0,661790.0,93.0
3089,009660_D,6.0,6.0,154088.0,27.0
3090,007264_B,7.0,5.0,300141.0,28.0
3091,000801_A,5.0,4.0,259046.0,15.0
3092,002560_C,12.0,16.0,1011910.0,119.0
3093,004481_A,6.0,21.0,640418.0,89.0
3094,008043_B,3.0,3.0,33553.0,7.0
3095,009735_C,25.0,13.0,1104203.0,154.0
3096,007648_G,44.0,46.0,1576183.0,258.0
3097,008380_H,12.0,10.0,556007.0,84.0
3098,009167_B,26.0,14.0,1157159.0,162.0
3099,009304_H,22.0,16.0,762143.0,111.0
3100,004393_G,13.0,19.0,813380.0,108.0
3101,002259_E,36.0,37.0,1289342.0,206.0
3102,007555_C,9.0,9.0,626256.0,54.0
3103,004075_C,144.0,84.0,4947540.0,857.0
3104,010962_D,7.0,38.0,1128586.0,164.0
3105,008955_D,28.0,27.0,974181.0,158.0
3106,009587_C,26.0,57.0,1332668.0,238.0
3107,005988_F,3.0,7.0,68948.0,12.0
3108,009014_C,2.0,3.0,28476.0,5.0
3109,004753_A,8.0,12.0,473698.0,54.0
3110,005327_B,5.0,5.0,257446.0,20.0
3111,004753_H,12.0,8.0,473698.0,54.0
3112,008495_E,15.0,12.0,874495.0,111.0
3113,002854_G,32.0,27.0,1072305.0,170.0
3114,010119_B,10.0,28.0,1277878.0,154.0
3115,009891_A,5.0,5.0,145646.0,21.0
3116,001028_G,8.0,39.0,931651.0,157.0
3117,002371_F,34.0,12.0,1019163.0,168.0
3118,007695_A,121.0,36.0,4823328.0,895.0
3119,005327_G,5.0,5.0,257446.0,20.0
3120,005702_B,18.0,11.0,603170.0,80.0
3121,010205_F,8.0,7.0,265674.0,41.0
3122,002612_D,2.0,3.0,122275.0,5.0
3123,008894_G,4.0,2.0,31309.0,6.0
3124,010416_F,6.0,7.0,250224.0,32.0
3125,009708_A,22.0,6.0,761980.0,98.0
3126,006126_H,6.0,6.0,163704.0,29.0
3127,005110_C,13.0,31.0,797318.0,130.0
3128,010734_B,3.0,3.0,35426.0,7.0
3129,002021_H,14.0,49.0,1115525.0,194.0
3130,005694_H,3.0,2.0,36057.0,5.0
3131,010734_D,3.0,3.0,35426.0,7.0
3132,002717_D,11.0,19.0,970030.0,133.0
3133,009822_H,34.0,57.0,1797787.0,281.0
3134,010522_C,23.0,12.0,863320.0,113.0
3135,005674_A,20.0,10.0,829914.0,102.0
3136,010144_B,6.0,7.0,233652.0,34.0
3137,008113_F,48.0,8.0,1011750.0,177.0
3138,001753_G,51.0,16.0,1876860.0,259.0
3139,008343_D,51.0,74.0,2910856.0,438.0
3140,007728_E,209.0,43.0,4878374.0,871.0
3141,007936_E,68.0,27.0,1798878.0,299.0
3142,001203_E,8.0,6.0,280810.0,36.0
3143,001198_A,11.0,8.0,351079.0,63.0
3144,004058_A,6.0,10.0,350084.0,37.0
3145,001249_F,4.0,4.0,61070.0,14.0
3146,009956_G,28.0,28.0,991198.0,153.0
3147,003802_A,12.0,36.0,1001931.0,152.0
3148,011149_G,20.0,56.0,1377138.0,227.0
3149,010456_D,10.0,16.0,619060.0,77.0
3150,010927_D,4.0,4.0,56896.0,12.0
3151,004445_A,12.0,10.0,541936.0,61.0
3152,003756_B,22.0,25.0,1085007.0,142.0
3153,011197_F,30.0,15.0,1032715.0,146.0
3154,007972_H,6.0,9.0,411733.0,43.0
3155,003873_E,5.0,6.0,180651.0,26.0
3156,007459_C,25.0,42.0,1044196.0,178.0
3157,005034_A,5.0,5.0,108237.0,18.0
3158,011654_E,79.0,16.0,1774409.0,309.0
3159,009995_E,2.0,4.0,32205.0,6.0
3160,000408_F,14.0,31.0,1207714.0,155.0
3161,008199_C,5.0,6.0,120844.0,21.0
3162,008906_C,23.0,78.0,1806497.0,313.0
3163,006312_C,38.0,54.0,1844162.0,302.0
3164,005910_C,89.0,25.0,1940430.0,355.0
3165,005579_C,10.0,8.0,445662.0,39.0
3166,003756_C,25.0,22.0,1085007.0,142.0
3167,005796_G,17.0,7.0,582301.0,75.0
3168,000435_F,11.0,12.0,795171.0,88.0
3169,002033_E,9.0,9.0,482469.0,51.0
3170,010898_F,5.0,5.0,106644.0,21.0
3171,000406_C,47.0,7.0,1091069.0,181.0
3172,009080_F,25.0,22.0,831944.0,130.0
3173,000987_E,7.0,7.0,197950.0,38.0
3174,004682_H,4.0,4.0,65142.0,13.0
3175,007428_H,8.0,6.0,380615.0,30.0
3176,010303_A,4.0,5.0,92912.0,16.0
3177,010734_A,3.0,3.0,35426.0,7.0
3178,003799_C,7.0,7.0,325337.0,31.0
3179,006983_B,47.0,30.0,1227500.0,215.0
3180,003911_B,35.0,7.0,900238.0,143.0
3181,006684_C,17.0,20.0,797724.0,121.0
3182,005501_D,7.0,6.0,232262.0,35.0
3183,002259_A,36.0,37.0,1289342.0,206.0
3184,004713_E,54.0,69.0,1794430.0,327.0
3185,002989_G,29.0,27.0,969133.0,149.0
3186,011871_D,22.0,12.0,508190.0,51.0
3187,000385_B,6.0,6.0,224731.0,32.0
3188,002717_E,19.0,11.0,970030.0,133.0
3189,004580_F,26.0,9.0,715232.0,108.0
3190,000609_C,3.0,3.0,26698.0,6.0
3191,000140_D,2.0,19.0,103931.0,20.0
3192,010119_E,28.0,10.0,1277878.0,154.0
3193,008219_A,3.0,3.0,24584.0,6.0
3194,001802_A,5.0,6.0,150135.0,24.0
3195,005102_A,19.0,32.0,1961980.0,215.0
3196,002560_H,16.0,12.0,1011910.0,119.0
3197,003809_H,12.0,15.0,594484.0,75.0
3198,006929_E,14.0,7.0,565404.0,65.0
3199,008057_G,3.0,2.0,100790.0,5.0
3200,002025_F,7.0,7.0,403788.0,37.0
3201,011138_G,13.0,12.0,784399.0,67.0
3202,003911_A,7.0,35.0,900238.0,143.0
3203,000601_B,16.0,36.0,1062903.0,218.0
3204,008755_G,29.0,60.0,1452993.0,251.0
3205,011684_D,4.0,4.0,99918.0,14.0
3206,003809_A,15.0,12.0,594484.0,75.0
3207,006534_B,4.0,5.0,63561.0,15.0
3208,006929_H,7.0,14.0,565404.0,65.0
3209,002864_G,40.0,7.0,1011801.0,160.0
3210,007331_A,9.0,6.0,421813.0,40.0
3211,002457_E,8.0,15.0,583992.0,70.0
3212,007279_H,4.0,4.0,112205.0,16.0
3213,009198_F,4.0,4.0,17615.0,4.0
3214,003865_H,3.0,3.0,66582.0,7.0
3215,005239_A,8.0,8.0,259014.0,48.0
3216,008975_G,3.0,2.0,28619.0,5.0
3217,007947_H,3.0,2.0,76375.0,5.0
3218,007803_D,6.0,6.0,157120.0,29.0
3219,001753_D,16.0,51.0,1876860.0,259.0
3220,009304_C,16.0,22.0,762143.0,111.0
3221,003120_E,5.0,5.0,122330.0,21.0
3222,004851_E,11.0,33.0,940237.0,151.0
3223,011218_E,5.0,5.0,210154.0,19.0
3224,004908_B,31.0,9.0,1010648.0,149.0
3225,007443_G,13.0,21.0,834415.0,115.0
3226,008635_B,10.0,11.0,642915.0,75.0
3227,004989_B,7.0,7.0,224107.0,40.0
3228,003711_C,14.0,20.0,661790.0,93.0
3229,002625_A,3.0,3.0,36099.0,5.0
3230,002717_F,11.0,19.0,970030.0,133.0
3231,007851_H,32.0,20.0,859852.0,145.0
3232,006684_E,17.0,20.0,797724.0,121.0
3233,008912_A,13.0,26.0,777559.0,117.0
3234,007803_F,6.0,6.0,157120.0,29.0
3235,007220_B,12.0,30.0,1257277.0,162.0
3236,008859_E,13.0,9.0,397825.0,63.0
3237,007585_B,14.0,23.0,942261.0,122.0
3238,008758_A,9.0,21.0,687205.0,96.0
3239,009633_C,7.0,8.0,215447.0,43.0
3240,000061_E,21.0,6.0,608002.0,85.0
3241,008215_G,159.0,35.0,4226578.0,778.0
3242,008898_E,3.0,2.0,46418.0,5.0
3243,001545_C,4.0,4.0,62326.0,12.0
3244,004419_F,14.0,13.0,674742.0,78.0
3245,006728_H,25.0,16.0,794342.0,116.0
3246,000430_C,3.0,3.0,41746.0,8.0
3247,003805_E,8.0,8.0,259102.0,48.0
3248,008309_F,19.0,17.0,866979.0,148.0
3249,011218_F,5.0,5.0,210154.0,19.0
3250,009738_E,7.0,6.0,276933.0,34.0
3251,004374_G,10.0,9.0,614237.0,74.0
3252,008977_A,28.0,6.0,779071.0,119.0
3253,007703_C,3.0,3.0,89012.0,8.0
3254,010962_H,7.0,38.0,1128586.0,164.0
3255,007348_C,7.0,8.0,361788.0,37.0
3256,000140_C,19.0,2.0,103931.0,20.0
3257,008057_B,2.0,3.0,100790.0,5.0
3258,000885_F,35.0,47.0,1185465.0,163.0
3259,001382_A,34.0,33.0,1084854.0,183.0
3260,000926_C,30.0,12.0,812744.0,124.0
3261,000694_B,57.0,23.0,2159328.0,285.0
3262,007976_C,39.0,33.0,1729213.0,237.0
3263,001003_A,22.0,17.0,1004213.0,130.0
3264,005278_F,50.0,44.0,1437772.0,259.0
3265,010704_C,13.0,26.0,836259.0,121.0
3266,001270_F,10.0,6.0,436448.0,44.0
3267,009080_B,25.0,22.0,831944.0,130.0
3268,008113_H,48.0,8.0,1011750.0,177.0
3269,011123_H,47.0,10.0,1375890.0,216.0
3270,003812_H,6.0,7.0,190112.0,35.0
3271,010144_C,7.0,6.0,233652.0,34.0
3272,004560_H,6.0,6.0,436528.0,32.0
3273,002782_H,39.0,7.0,933895.0,153.0
3274,006929_D,7.0,14.0,565404.0,65.0
3275,001028_D,39.0,8.0,931651.0,157.0
3276,002015_F,16.0,10.0,641106.0,79.0
3277,006935_C,4.0,4.0,54161.0,13.0
3278,002311_H,8.0,8.0,265265.0,48.0
3279,004305_G,9.0,17.0,630396.0,81.0
3280,005988_H,3.0,7.0,68948.0,12.0
3281,002319_B,30.0,11.0,853573.0,129.0
3282,002033_B,9.0,9.0,482469.0,51.0
3283,009956_A,28.0,28.0,991198.0,153.0
3284,002319_D,30.0,11.0,853573.0,129.0
3285,010536_G,45.0,55.0,1708124.0,286.0
3286,000435_E,12.0,11.0,795171.0,88.0
3287,009395_D,14.0,18.0,776044.0,81.0
3288,009012_A,15.0,28.0,831075.0,129.0
3289,000707_A,35.0,25.0,1039705.0,167.0
3290,010456_B,10.0,16.0,619060.0,77.0
3291,011933_D,8.0,8.0,445903.0,49.0
3292,006312_E,38.0,54.0,1844162.0,302.0
3293,010923_F,2.0,3.0,27200.0,5.0
3294,005579_D,8.0,10.0,445662.0,39.0
3295,001273_F,8.0,7.0,314945.0,46.0
3296,008911_E,7.0,23.0,719677.0,98.0
3297,011380_A,3.0,3.0,47481.0,8.0
3298,005187_G,8.0,7.0,276083.0,42.0
3299,000309_B,4.0,4.0,98144.0,13.0
3300,005718_A,49.0,36.0,1776006.0,239.0
3301,002178_G,7.0,7.0,195873.0,38.0
3302,005416_G,5.0,3.0,191514.0,10.0
3303,008087_G,30.0,38.0,1120308.0,186.0
3304,011138_B,12.0,13.0,784399.0,67.0
3305,003052_A,47.0,24.0,1185344.0,208.0
3306,003873_D,6.0,5.0,180651.0,26.0
3307,006312_F,54.0,38.0,1844162.0,302.0
3308,006120_D,9.0,30.0,900782.0,128.0
3309,011481_C,15.0,32.0,1271089.0,179.0
3310,000209_A,37.0,13.0,581463.0,71.0
3311,000784_A,6.0,5.0,105274.0,24.0
3312,002431_B,23.0,7.0,743854.0,105.0
3313,000762_B,6.0,6.0,134103.0,28.0
3314,007348_F,8.0,7.0,361788.0,37.0
3315,008059_B,15.0,18.0,902200.0,160.0
3316,003170_C,10.0,7.0,387674.0,58.0
3317,004494_B,15.0,50.0,1003859.0,136.0
3318,006534_A,5.0,4.0,63561.0,15.0
3319,006954_A,11.0,10.0,770481.0,65.0
3320,008176_H,26.0,5.0,346661.0,39.0
3321,011249_C,8.0,7.0,338402.0,41.0
3322,011165_F,2.0,3.0,27550.0,5.0
3323,009012_E,15.0,28.0,831075.0,129.0
3324,002433_E,24.0,11.0,714484.0,105.0
3325,003394_F,37.0,20.0,1221018.0,175.0
3326,000430_H,3.0,3.0,41746.0,8.0
3327,010186_A,23.0,41.0,1203451.0,187.0
3328,000496_F,27.0,7.0,888089.0,123.0
3329,002015_E,10.0,16.0,641106.0,79.0
3330,002371_D,34.0,12.0,1019163.0,168.0
3331,008116_E,19.0,3.0,253583.0,41.0
3332,004351_E,49.0,32.0,1668377.0,228.0
3333,009469_A,13.0,8.0,625553.0,85.0
3334,000185_C,6.0,6.0,182856.0,30.0
3335,008758_G,9.0,21.0,687205.0,96.0
3336,010536_C,45.0,55.0,1708124.0,286.0
3337,008894_E,4.0,2.0,31309.0,6.0
3338,010119_C,28.0,10.0,1277878.0,154.0
3339,004305_A,9.0,17.0,630396.0,81.0
3340,008679_G,7.0,11.0,445485.0,51.0
3341,009660_G,6.0,6.0,154088.0,27.0
3342,001203_G,8.0,6.0,280810.0,36.0
3343,007459_E,25.0,42.0,1044196.0,178.0
3344,007651_B,32.0,11.0,1729954.0,202.0
3345,005034_H,5.0,5.0,108237.0,18.0
3346,003974_F,12.0,7.0,470628.0,52.0
3347,008155_F,10.0,17.0,850616.0,92.0
3348,008898_H,2.0,3.0,46418.0,5.0
3349,000293_B,51.0,126.0,3215490.0,540.0
3350,003394_A,20.0,37.0,1221018.0,175.0
3351,005239_F,8.0,8.0,259014.0,48.0
3352,003955_E,8.0,12.0,634573.0,60.0
3353,011957_C,4.0,4.0,69045.0,11.0
3354,010456_H,10.0,16.0,619060.0,77.0
3355,008155_H,10.0,17.0,850616.0,92.0
3356,008741_F,53.0,51.0,1656387.0,278.0
3357,000406_G,47.0,7.0,1091069.0,181.0
3358,011935_C,22.0,15.0,0.0,0.0
